Id,AthleteId,RecruitType,Year,Ranking,Name,School,CommittedTo,Position,Height,Weight,Stars,Rating,City,StateProvince,Country,HometownInfo Latitude,HometownInfo Longitude,HometownInfo FipsCode
62004,4432552.0,HighSchool,2020,438.0,Darius Snow,Hebron,Michigan State,OLB,72.0,215.0,3,0.883,Carrollton,TX,USA,32.9537349,-96.8902816,48113.0
62005,4430915.0,HighSchool,2020,439.0,Reece Atteberry,Eaglecrest,Michigan,OC,77.0,280.0,3,0.883,Aurora,CO,USA,39.729432,-104.8319196,8005.0
62006,4605491.0,HighSchool,2020,440.0,Connor O'Toole,La Cueva,Utah,TE,75.0,205.0,3,0.883,Albuquerque,NM,USA,35.0841034,-106.6509851,35001.0
62007,4689338.0,HighSchool,2020,441.0,Dillon Johnson,St Joseph,Mississippi State,ATH,72.0,192.0,3,0.883,Greenville,MS,USA,33.4000633,-91.0551312,28151.0
62008,4430110.0,HighSchool,2020,442.0,Ty Jordan,West Mesquite,Utah,APB,67.0,183.0,3,0.883,Mesquite,TX,USA,32.7666103,-96.599472,48113.0
62009,4684902.0,HighSchool,2020,443.0,Ryan King,Grayson,Georgia Tech,WR,75.0,215.0,3,0.883,Loganville,GA,USA,33.8389977,-83.9007382,13297.0
62010,4431045.0,HighSchool,2020,444.0,John Copenhaver,Roswell,North Carolina,TE,75.0,210.0,3,0.883,Roswell,GA,USA,34.02332,-84.360022,13121.0
62000,4431487.0,HighSchool,2020,445.0,Savion Williams,Marshall,TCU,WR,76.5,205.0,3,0.8829,Marshall,TX,USA,32.5447756,-94.3661004,48203.0
62011,4432339.0,HighSchool,2020,446.0,Jackson LaDuke,Spanish Springs,Oregon,OLB,75.0,220.0,3,0.8829,Sparks,NV,USA,39.5404679,-119.7487235,32031.0
62012,4432610.0,HighSchool,2020,447.0,Amin Vanover,St Joseph Regional,Penn State,SDE,76.0,260.0,3,0.8829,Montvale,NJ,USA,41.0467635,-74.0229173,34003.0
62013,4429171.0,HighSchool,2020,448.0,Blayne Toll,Hazen,Arkansas,SDE,77.0,244.0,3,0.8827,Hazen,AR,USA,34.7809263,-91.5809651,5117.0
62017,unknown,HighSchool,2020,448.0,Kobe Pryor,Cedartown,Clemson,RB,70.0,205.0,3,0.8824,Cedartown,GA,USA,34.0124425,-85.2559398,13233.0
62014,4692530.0,HighSchool,2020,449.0,Chandler Morris,Highland Park,Oklahoma,DUAL,71.0,178.0,3,0.8827,Dallas,TX,USA,32.7762719,-96.7968559,48113.0
62015,4429163.0,HighSchool,2020,450.0,Tyshawn Wannamaker,Calhoun County,South Carolina,OG,75.0,347.0,3,0.8825,Saint Matthews,SC,USA,33.664876,-80.7778681,45017.0
62016,4429191.0,HighSchool,2020,451.0,Deuce Hogan,Faith Christian,Iowa,PRO,75.5,197.0,3,0.8824,Grapevine,TX,USA,32.9337381,-97.0788754,48439.0
62020,4587977.0,HighSchool,2020,451.0,Sam Brown,unknown,West Virginia,WR,74.0,186.0,3,0.8822,Bloomingdale,GA,USA,32.1324249,-81.2990018,13051.0
74945,4686095.0,HighSchool,2020,452.0,Kobe Pace,Cedartown,Clemson,RB,70.0,205.0,3,0.8824,Cedartown,GA,USA,34.0124425,-85.2559398,13233.0
62018,4431250.0,HighSchool,2020,453.0,Chris Mayo,The Peddie School,West Virginia,OG,77.0,325.0,3,0.8824,Hightstown,NJ,USA,40.2695538,-74.5232089,34021.0
62019,4433959.0,HighSchool,2020,454.0,Ben Yurosek,Bakersfield Christian,Stanford,TE,77.0,220.0,3,0.8822,Bakersfield,CA,USA,35.3738712,-119.0194639,6029.0
74946,4587977.0,HighSchool,2020,455.0,Sam Brown,New Hampstead,West Virginia,WR,74.0,186.0,3,0.8822,Bloomingdale,GA,USA,32.1324249,-81.2990018,13051.0
62021,4433947.0,HighSchool,2020,456.0,Corey Wren,John Curtis,Florida State,ATH,69.0,170.0,3,0.8822,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0
62022,4429173.0,HighSchool,2020,457.0,Bryce Farrell,Oaks Christian,Stanford,WR,71.0,170.0,3,0.8822,Westlake Village,CA,USA,34.1460234,-118.8061794,6037.0
62023,unknown,HighSchool,2020,458.0,Ebony Jackson,Cherokee,Arkansas,RB,73.0,205.0,3,0.8817,Marietta,GA,USA,33.9528472,-84.5496148,13067.0
62024,unknown,HighSchool,2020,459.0,Willie Moise,Chaminade-Madonna Prep,Miami,DT,75.0,291.0,3,0.8817,Hollywood,FL,USA,26.0112014,-80.1494901,12011.0
62025,unknown,HighSchool,2020,460.0,DJ Graham,Keller Central,Oklahoma,ATH,72.5,178.0,3,0.8817,Keller,TX,USA,32.9299655,-97.2271249,48439.0
62026,unknown,HighSchool,2020,461.0,RJ Adams,Woodbridge,Kentucky,OG,75.0,326.0,3,0.8817,Woodbridge,VA,USA,38.6581723,-77.2497049,51153.0
62027,4432419.0,HighSchool,2020,462.0,William Mohan,Erasmus Hall,Michigan,ATH,73.0,195.0,3,0.8816,Brooklyn,NY,USA,40.6501038,-73.9495823,36047.0
62028,4697623.0,HighSchool,2020,463.0,Jayden de Laura,St. Louis,Washington State,PRO,73.0,190.0,3,0.8812,Honolulu,HI,USA,21.304547,-157.8556764,15003.0
62029,4429181.0,HighSchool,2020,464.0,Grant Toutant,De La Salle Collegiate,Ohio State,OT,79.0,320.0,3,0.8811,Warren,MI,USA,42.4932575,-83.0062746,26099.0
62031,unknown,HighSchool,2020,465.0,Aaron Lewis,Williamstown,Michigan,SDE,77.0,235.0,3,0.881,Williamstown,NJ,USA,39.6862263,-74.995168,34015.0
62032,unknown,HighSchool,2020,466.0,Solatoa Moea'i,Punahou,Utah,OT,76.0,290.0,3,0.881,Honolulu,HI,USA,21.304547,-157.8556764,15003.0
62033,4608449.0,HighSchool,2020,467.0,Osita Smith,Milford Academy,Maryland,S,74.0,205.0,3,0.881,New Berlin,NY,USA,42.6239023,-75.3321363,36017.0
62034,4430854.0,HighSchool,2020,468.0,Collin Sullivan,Round Rock,Purdue,WR,74.0,190.0,3,0.8809,Round Rock,TX,USA,30.508235,-97.6788934,48491.0
62035,4430637.0,HighSchool,2020,469.0,Ja'Lynn Polk,Lufkin,Texas Tech,WR,74.0,185.0,3,0.8809,Lufkin,TX,USA,31.3386242,-94.7288558,48005.0
62036,4429534.0,HighSchool,2020,470.0,Janari Dean,South Panola,Mississippi State,S,72.0,190.0,3,0.8809,Batesville,MS,USA,34.3114982,-89.9442567,28107.0
62037,4431886.0,HighSchool,2020,471.0,Dallas Fincher,East Kentwood,Michigan State,OG,76.0,274.0,3,0.8809,Grand Rapids,MI,USA,42.9632405,-85.6678639,26081.0
62030,4431478.0,HighSchool,2020,472.0,Cornell Wheeler,West Bloomfield,Michigan,ILB,73.0,220.0,3,0.8809,West Bloomfield,MI,USA,42.5679,-83.3733,36069.0
62038,4692628.0,HighSchool,2020,473.0,Doneiko Slaughter,Roswell,Tennessee,S,71.0,178.0,3,0.8808,Roswell,GA,USA,34.02332,-84.360022,13121.0
62039,4429183.0,HighSchool,2020,474.0,Vito Tisdale,Bowling Green,Kentucky,S,71.0,195.0,3,0.8805,Bowling Green,KY,USA,36.9903199,-86.4436018,21227.0
62040,4429806.0,HighSchool,2020,475.0,Fenley Graham,Lakeland,Florida,CB,68.5,171.0,3,0.8803,Lakeland,FL,USA,28.0394654,-81.9498042,12105.0
62041,unknown,HighSchool,2020,476.0,JD Johnson,Pinnacle,unknown,PRO,76.0,215.0,3,0.8803,Phoenix,AZ,USA,33.4484367,-112.0741417,4013.0
62043,4429187.0,HighSchool,2020,477.0,Seth McLaughlin,Buford,Alabama,OC,76.0,270.0,3,0.8802,Buford,GA,USA,34.1206564,-84.0043513,13135.0
62044,4431420.0,HighSchool,2020,478.0,Jashaud Stewart,Jonesboro,Arkansas,OLB,74.0,223.0,3,0.8802,Jonesboro,AR,USA,35.8428646,-90.7034522,5031.0
62047,4432225.0,HighSchool,2020,478.0,Blaise Gunnerson,unknown,Nebraska,SDE,77.0,250.0,3,0.8801,Carroll,IA,USA,42.0651587,-94.8666162,19027.0
62045,4430992.0,HighSchool,2020,479.0,Kentrel Bullock,Columbia,Ole Miss,RB,70.0,195.0,3,0.8801,Columbia,MS,USA,31.2518439,-89.83758,28091.0
62046,4431008.0,HighSchool,2020,480.0,Jasheen Davis,Shiloh,Wake Forest,WDE,75.0,235.0,3,0.8801,Snellville,GA,USA,33.857328,-84.0199108,13135.0
74947,4432225.0,HighSchool,2020,481.0,Blaise Gunnerson,Kuemper Catholic School System,Nebraska,SDE,77.0,250.0,3,0.8801,Carroll,IA,USA,42.0651587,-94.8666162,19027.0
62042,4430060.0,HighSchool,2020,482.0,Tre'Vez Johnson,Bartram Trail,Florida,S,71.0,175.0,3,0.88,Jacksonville,FL,USA,30.3321838,-81.655651,12031.0
62048,4430050.0,HighSchool,2020,483.0,Avery Jernigan,Pierce County,Auburn,OG,75.0,278.0,3,0.8797,Blackshear,GA,USA,31.3060513,-82.2420661,13229.0
62049,4431133.0,HighSchool,2020,484.0,Xavier Hill,Olive Branch,LSU,OG,75.0,325.0,3,0.8796,Olive Branch,MS,USA,34.9617605,-89.8295315,28033.0
62053,unknown,HighSchool,2020,484.0,Dallas Walker,Smyrna,Texas A&M,DT,75.0,321.0,3,0.8795,Smyrna,TN,USA,35.9828413,-86.5186045,47149.0
62050,4429552.0,HighSchool,2020,485.0,Eamonn Dennis,St John's,Michigan,ATH,70.0,173.0,3,0.8796,Worcester,MA,USA,42.2625932,-71.8022934,25027.0
62051,4432297.0,HighSchool,2020,486.0,Isaiah Jacobs,Owasso,Maryland,RB,70.0,195.0,3,0.8795,Owasso,OK,USA,36.2661536,-95.8549456,40143.0
62052,4429256.0,HighSchool,2020,487.0,Rashad Battle,Creekside,Pittsburgh,CB,74.0,187.0,3,0.8795,Fairburn,GA,USA,33.5670562,-84.5810418,13121.0
74948,4692683.0,HighSchool,2020,488.0,Dallas Walker IV,Smyrna,Texas A&M,DT,75.0,321.0,3,0.8795,Smyrna,TN,USA,35.9828413,-86.5186045,47149.0
62054,4429209.0,HighSchool,2020,489.0,Beau Allen,Lexington Catholic,Kentucky,PRO,74.0,203.0,3,0.8791,Lexington,KY,USA,38.0464066,-84.4970393,21067.0
62055,4431369.0,HighSchool,2020,490.0,Brennon Scott,Bishop Dunne,UNLV,ILB,72.5,234.0,3,0.8791,Dallas,TX,USA,32.7762719,-96.7968559,48113.0
62056,4593066.0,HighSchool,2020,491.0,Cayden Baker,Fort Myers,North Carolina,OT,78.0,260.0,3,0.8789,Fort Myers,FL,USA,26.640628,-81.8723084,12071.0
62057,4431474.0,HighSchool,2020,492.0,Kevo Wesley,Curie Metropolitan,Vanderbilt,OC,75.0,280.0,3,0.8788,Chicago,IL,USA,41.8755616,-87.6244212,17031.0
62058,4689036.0,HighSchool,2020,493.0,Torrance Davis,Garfield Heights,Kentucky,RB,74.0,220.0,3,0.8788,Cleveland,OH,USA,41.5051613,-81.6934446,39035.0
62059,4430636.0,HighSchool,2020,494.0,Kentron Poitier,Miami Palmetto,Florida State,WR,75.0,200.0,3,0.8788,Miami,FL,USA,25.7742658,-80.1936589,12086.0
62060,unknown,HighSchool,2020,495.0,Caden Clark,Archbishop Hoban,Alabama,TE,75.5,245.0,3,0.8784,Akron,OH,USA,41.083064,-81.518485,39153.0
62061,4430397.0,HighSchool,2020,496.0,Jayion McCluster,Largo,Florida State,ILB,73.0,206.0,3,0.8784,Largo,FL,USA,27.9094665,-82.7873244,12103.0
62062,4430879.0,HighSchool,2020,497.0,Tate Johnson,Callaway,Auburn,OG,76.0,310.0,3,0.8784,Hogansville,GA,USA,33.1731769,-84.914936,13285.0
62063,4432629.0,HighSchool,2020,498.0,Ethan West,Cosby,North Carolina,ILB,76.0,225.0,3,0.8784,Midlothian,VA,USA,37.5062673,-77.649268,51041.0
62064,4432539.0,HighSchool,2020,499.0,Jamar Sekona,Marin  Catholic,USC,DT,74.5,303.0,3,0.8784,Greenbrae,CA,USA,37.9485356,-122.5247031,6041.0
62065,4431948.0,HighSchool,2020,500.0,TJ Finley,Ponchatoula,LSU,PRO,78.0,250.0,3,0.8784,Ponchatoula,LA,USA,30.4388041,-90.4414762,22105.0
62066,4429175.0,HighSchool,2020,501.0,Jaden Casey,Calabasas,California,PRO,73.0,185.0,3,0.8784,Calabasas,CA,USA,34.1446643,-118.6440973,6037.0
62067,unknown,HighSchool,2020,502.0,Justin Houston,Junipero Serra,unknown,OLB,75.5,186.0,3,0.8784,Gardena,CA,USA,33.8963593,-118.3053037,6037.0
62072,unknown,HighSchool,2020,503.0,Jeffrey M'ba,St. Thomas More,unknown,DT,78.0,315.0,3,0.8777,unknown,unknown,unknown,unknown,unknown,unknown
62068,4686480.0,HighSchool,2020,503.0,Noah Nelson,Williams Field,Oklahoma,OT,80.0,295.0,3,0.8783,Gilbert,AZ,USA,33.3527632,-111.7890373,4013.0
62069,4429107.0,HighSchool,2020,504.0,Dazalin Worsham,Hewitt-Trussville,Miami,WR,72.0,185.0,3,0.8783,Trussville,AL,USA,33.626629,-86.5549335251678,1073.0
62070,4429247.0,HighSchool,2020,505.0,Jaylon Barden,Westside,Pittsburgh,WR,72.0,180.0,3,0.878,Macon,GA,USA,32.8406946,-83.6324022,13021.0
62074,4431373.0,HighSchool,2020,505.0,Robert Scott,Conway,Florida State,OT,77.0,305.0,3,0.8776,Conway,AR,USA,35.0886963,-92.4421011,5045.0
62071,4685049.0,HighSchool,2020,506.0,Angelo Anderson,John Curtis,Tulane,SDE,74.0,261.0,3,0.8777,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0
74949,unknown,HighSchool,2020,507.0,Jeffrey M'ba,St. Thomas More,unknown,DT,78.0,315.0,3,0.8777,Independence,KS,USA,37.2242358,-95.7083131,20125.0
62073,unknown,HighSchool,2020,508.0,Thad Johnson,West Brook,SMU,WR,73.0,181.0,3,0.8776,Beaumont,TX,USA,30.0860459,-94.1018461,48245.0
74950,4431373.0,HighSchool,2020,509.0,Robert Scott Jr.,Conway,Florida State,OT,77.0,305.0,3,0.8776,Conway,AR,USA,35.0886963,-92.4421011,5045.0
62075,4431424.0,HighSchool,2020,510.0,Bradyn Swinson,Chapel Hill,Oregon,SDE,76.0,245.0,3,0.8776,Douglasville,GA,USA,33.7514966,-84.7477136,13097.0
62076,4429782.0,HighSchool,2020,511.0,Josh Fryar,Beech Grove,Ohio State,OG,77.5,305.0,3,0.8776,Beech Grove,IN,USA,39.7221906,-86.0894158,18097.0
62077,4431375.0,HighSchool,2020,512.0,Ken Seals,Weatherford,Vanderbilt,PRO,75.0,203.0,3,0.8776,Weatherford,TX,USA,32.7589648,-97.7970748,48367.0
62078,4429785.0,HighSchool,2020,513.0,Elijah Gaines,Episcopal,Virginia,S,74.0,193.0,3,0.8776,Alexandria,VA,USA,38.8051095,-77.0470229,51510.0
62079,4432301.0,HighSchool,2020,514.0,Kris Jenkins,Our Lady Good Counsel HS,Michigan,SDE,76.0,239.0,3,0.8776,Olney,MD,USA,39.1532123,-77.0668408,24031.0
62080,4430917.0,HighSchool,2020,515.0,Tirek Austin-Cave,Camden,Miami,ILB,73.0,203.0,3,0.8776,Camden,NJ,USA,39.9448402,-75.1198911,34007.0
62084,4431870.0,HighSchool,2020,515.0,Casey Filkins,unknown,Stanford,APB,71.0,190.0,3,0.8767,Lake Oswego,OR,USA,45.4206749,-122.6706498,41005.0
62081,4565558.0,HighSchool,2020,516.0,Caleb Offord,Southaven,Notre Dame,CB,73.0,180.0,3,0.8776,Southaven,MS,USA,34.9889818,-90.0125913,28033.0
62083,4433914.0,HighSchool,2020,517.0,Branson Taylor,Elyria Catholic,Pittsburgh,OT,78.0,290.0,3,0.8768,Elyria,OH,USA,41.368251,-82.1065757,39093.0
62087,unknown,HighSchool,2020,518.0,Michael Wright,Woodward Academy,Vanderbilt,DUAL,76.0,185.0,3,0.8766,Atlanta,GA,USA,33.7490987,-84.3901849,13121.0
74951,4431870.0,HighSchool,2020,518.0,Casey Filkins,Lake Oswego,Stanford,APB,71.0,190.0,3,0.8767,Lake Oswego,OR,USA,45.4206749,-122.6706498,41005.0
62085,4430359.0,HighSchool,2020,519.0,Sean Martin,Bluefield,West Virginia,SDE,78.0,260.0,3,0.8767,Bluefield,WV,USA,37.2698395,-81.2223195,54055.0
62086,4431035.0,HighSchool,2020,520.0,Gavin Williams,Dowling Catholic,Iowa,RB,72.0,195.0,3,0.8767,Des Moines,IA,USA,41.5910641,-93.6037149,19153.0
74952,4433932.0,HighSchool,2020,521.0,Mike Wright,Woodward Academy,Vanderbilt,DUAL,76.0,185.0,3,0.8766,Atlanta,GA,USA,33.7490987,-84.3901849,13121.0
62088,4431264.0,HighSchool,2020,522.0,Gaard Memmelaar,Middleton,Washington,OG,76.0,299.0,3,0.8763,Middleton,ID,USA,43.7068282,-116.6201357,16027.0
62089,4433952.0,HighSchool,2020,523.0,Elijah Yelverton,Trinity Christian School,Iowa,TE,77.0,225.0,3,0.8763,Dallas,TX,USA,32.7762719,-96.7968559,48113.0
62090,4430651.0,HighSchool,2020,524.0,Omari Porter,Auburn,Stanford,CB,73.0,184.0,3,0.8763,Auburn,AL,USA,32.6550905,-85.50364346309962,1081.0
62091,4432079.0,HighSchool,2020,525.0,Daniel Foster-Allen,St. Paul's Episcopal,Auburn,SDE,76.0,250.0,3,0.8763,Mobile,AL,USA,30.6943566,-88.0430541,1097.0
62092,4431001.0,HighSchool,2020,526.0,Elijah Canion,Chaminade-Madonna Prep,Auburn,WR,75.0,190.0,3,0.8763,Hollywood,FL,USA,26.0112014,-80.1494901,12011.0
62093,4430872.0,HighSchool,2020,527.0,Andy Boykin,Troup County,Arkansas,SDE,75.0,301.0,3,0.8763,Lagrange,GA,USA,33.039291,-85.0313269,13285.0
62094,4686336.0,HighSchool,2020,528.0,Kameron Wilson,Mount Zion,Louisville,OLB,73.0,206.0,3,0.8762,Jonesboro,GA,USA,33.5215013,-84.3538128,13063.0
62095,4432281.0,HighSchool,2020,529.0,Greg Hudgins,St. John's,Purdue,WDE,76.0,230.0,3,0.8762,Washington,DC,USA,38.8949855,-77.0365708,11001.0
62096,4430949.0,HighSchool,2020,530.0,Austin Blaske,South Effingham,Georgia,OT,77.0,278.0,3,0.8759,Guyton,GA,USA,32.3363045,-81.3914992,13103.0
62097,4429192.0,HighSchool,2020,531.0,Jahvante Royal,St. Thomas Aquinas,Pittsburgh,S,75.0,185.0,3,0.8757,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011.0
62098,4432453.0,HighSchool,2020,532.0,Isaiah Newell,Las Lomas,Oregon State,ATH,75.0,215.0,3,0.8756,Walnut Creek,CA,USA,37.9020731,-122.0618702,6013.0
62101,4566087.0,HighSchool,2020,532.0,Cullen Coleman,unknown,Northwestern,OLB,75.0,220.0,3,0.8756,unknown,unknown,unknown,unknown,unknown,unknown
62099,4430018.0,HighSchool,2020,533.0,Jaylan Jeffers,Saguaro,Oregon,OT,78.0,260.0,3,0.8756,Scottsdale,AZ,USA,33.4942189,-111.9260184,4013.0
62100,unknown,HighSchool,2020,534.0,Earnest Sanders,Beecher,Kentucky,WR,72.0,190.0,3,0.8756,Mount Morris,MI,USA,43.118637,-83.694958,26049.0
74953,4566087.0,HighSchool,2020,535.0,Cullen Coleman,Rye Country Day School,Northwestern,OLB,75.0,220.0,3,0.8756,Rye,NY,USA,40.9808209,-73.684294,36119.0
62102,4430765.0,HighSchool,2020,536.0,Cole Dakovich,Catholic Memorial,Wisconsin,OLB,77.0,220.0,3,0.8755,Waukesha,WI,USA,43.0116784,-88.2314813,55133.0
62103,4575923.0,HighSchool,2020,537.0,Elijah Jackson,Lawndale,Washington,CB,72.0,182.0,3,0.8755,Harbor City,CA,USA,33.7972822,-118.3004717,6037.0
62104,4565556.0,HighSchool,2020,538.0,Michael Rankins,Lennard,Georgia Tech,OT,77.0,295.0,3,0.8755,Ruskin,FL,USA,27.7208575,-82.4331528,12057.0
62105,4431142.0,HighSchool,2020,539.0,Jimmy Holiday,Madison Central,Tennessee,ATH,72.0,190.0,3,0.8755,Madison,MS,USA,32.4618086,-90.1153638,28089.0
62106,4429244.0,HighSchool,2020,540.0,Jevon Banks,Olive Branch,Mississippi State,SDE,74.0,260.0,3,0.8755,Olive Branch,MS,USA,34.9617605,-89.8295315,28033.0
62107,unknown,HighSchool,2020,541.0,Aidan Atkinson,Fairview,unknown,PRO,75.0,212.0,3,0.875,Boulder,CO,USA,40.0149856,-105.2705456,8013.0
62108,unknown,HighSchool,2020,542.0,Dajon Harrison,Hutto,Texas,WR,70.0,170.0,3,0.875,Hutto,TX,USA,30.5427638,-97.5468898,48491.0
62109,unknown,HighSchool,2020,543.0,Lamy Constant,Canarsie,Toledo,RB,72.0,186.0,3,0.875,Brooklyn,NY,USA,40.6501038,-73.9495823,36047.0
62110,4430845.0,HighSchool,2020,544.0,Darvon Hubbard,Willow Canyon,Texas A&M,RB,72.0,195.0,3,0.875,Surprise,AZ,USA,33.6292271,-112.3680189,4013.0
62111,4430111.0,HighSchool,2020,545.0,Jah Joyner,Danbury,Minnesota,WDE,76.0,225.0,3,0.8748,Danbury,CT,USA,41.394817,-73.4540111,9001.0
62112,4430909.0,HighSchool,2020,546.0,Sammy Anderson,Trotwood-Madison,Cincinnati,CB,74.0,170.0,3,0.8748,Dayton,OH,USA,39.7589478,-84.1916069,39113.0
62113,4433945.0,HighSchool,2020,547.0,Elijah Young,South-Doyle,Missouri,APB,69.0,175.0,3,0.8748,Knoxville,TN,USA,35.9603948,-83.9210261,47093.0
62114,4565490.0,HighSchool,2020,548.0,Tyler Elsdon,North Schuylkill,Penn State,ILB,74.0,220.0,3,0.8748,Ashland,PA,USA,40.781667,-76.344444,1027.0
62115,4430401.0,HighSchool,2020,549.0,Caleb McCullough,Pacifica,Arizona State,ILB,74.0,203.0,3,0.8747,Oxnard,CA,USA,34.1976308,-119.1803818,6111.0
62116,4432561.0,HighSchool,2020,550.0,Javontez Spraggins,East St. Louis,Tennessee,OC,75.0,338.0,3,0.8747,East Saint Louis,IL,USA,38.6244952,-90.1509429,17163.0
62117,4429963.0,HighSchool,2020,551.0,Jeremiah Hunter,Central East,California,WR,74.0,178.0,3,0.8746,Fresno,CA,USA,36.7295295,-119.70886126075588,6019.0
62118,4429578.0,HighSchool,2020,552.0,Luca Diamont,Venice,Duke,DUAL,75.0,185.0,3,0.8743,Los Angeles,CA,USA,34.0536909,-118.2427666,6037.0
62119,4430657.0,HighSchool,2020,553.0,Devin Price,A&M Consolidated,Texas A&M,WR,74.5,201.0,3,0.8743,College Station,TX,USA,30.5955289,-96.3071042,48041.0
62120,4430662.0,HighSchool,2020,554.0,Trent Pullen,Connally,Oklahoma State,OG,74.0,271.0,3,0.8743,Waco,TX,USA,31.549333,-97.1466695,48309.0
62121,4431459.0,HighSchool,2020,555.0,Tyler Warren,Atlee,Penn State,TE,78.0,235.0,3,0.8743,Mechanicsville,VA,USA,37.6193174,-77.3369627,51085.0
62122,4432317.0,HighSchool,2020,556.0,Nathaniel Jones,St. John Bosco,New Mexico,RB,71.0,205.0,3,0.8743,Bellflower,CA,USA,33.8825705,-118.1167679,6037.0
62123,4692512.0,HighSchool,2020,557.0,Noah Arinze,Webster Groves,Oklahoma,WDE,77.5,240.0,3,0.8742,Saint Louis,MO,USA,38.6264178,-90.1998378,29510.0
62124,unknown,HighSchool,2020,558.0,Cameron Porter,La Salle,Northwestern,RB,71.0,210.0,3,0.8742,Cincinnati,OH,USA,39.1014537,-84.5124602,39061.0
62125,4430270.0,HighSchool,2020,559.0,Jay Maclin,Kirkwood,Missouri,WR,71.0,178.0,3,0.8742,Saint Louis,MO,USA,38.6264178,-90.1998378,29510.0
62126,4431486.0,HighSchool,2020,560.0,Sidney Williams,Vigor,Florida State,ATH,73.0,198.0,3,0.8742,Mobile,AL,USA,30.6943566,-88.0430541,1097.0
62127,4429281.0,HighSchool,2020,561.0,Korie Black,Connally,Oklahoma State,CB,72.5,165.0,3,0.8742,Waco,TX,USA,31.549333,-97.1466695,48309.0
62128,4432647.0,HighSchool,2020,562.0,Jordan Williams,Gainesville,Georgia Tech,OT,78.0,310.0,3,0.8742,Gainesville,GA,USA,34.2978794,-83.8240663,13139.0
62129,4433832.0,HighSchool,2020,563.0,Rodney Groce Jr.,Pleasant Grove,Mississippi State,ILB,73.0,240.0,3,0.8742,Pleasant Grove,AL,USA,33.4909405,-86.9702714,1073.0
62130,unknown,HighSchool,2020,564.0,Jordon Ingram,St. Paul's Episcopal,unknown,ATH,73.0,195.0,3,0.8742,Mobile,AL,USA,30.6943566,-88.0430541,1097.0
62131,unknown,HighSchool,2020,565.0,JaCobee Bryant,Hillcrest,Kansas,CB,72.0,170.0,3,0.8742,Evergreen,AL,USA,31.4334994,-86.9569176,1035.0
62132,4565858.0,HighSchool,2020,566.0,Jayland Parker,Westside,NC State,ILB,74.0,207.0,3,0.8742,Macon,GA,USA,32.8406946,-83.6324022,13021.0
62133,4432563.0,HighSchool,2020,567.0,Jalen St. John,Trinity Catholic,Arkansas,OG,77.0,310.0,3,0.8741,Saint Louis,MO,USA,38.6264178,-90.1998378,29510.0
62134,4430639.0,HighSchool,2020,568.0,Matt Polk,Saguaro,Oklahoma State,WR,76.0,210.0,3,0.8735,Scottsdale,AZ,USA,33.4942189,-111.9260184,4013.0
62135,4578654.0,HighSchool,2020,569.0,Jaden Walley,D'Iberville,Mississippi State,ATH,73.0,175.0,3,0.8735,Biloxi,MS,USA,30.374673,-88.84594333482862,28047.0
62136,4430601.0,HighSchool,2020,570.0,Kobe Pepe,St. John Bosco,USC,DT,73.0,294.0,3,0.8734,Bellflower,CA,USA,33.8825705,-118.1167679,6037.0
62137,4431164.0,HighSchool,2020,571.0,Muelu Iosefa,Mililani,California,OLB,75.0,215.0,3,0.8734,Mililani,HI,USA,21.4508308,-158.0095783,15003.0
62140,4433855.0,HighSchool,2020,571.0,Terry Lockett,unknown,Michigan State,WR,72.0,165.0,3,0.8733,Minneapolis,MN,USA,44.9772995,-93.2654692,27053.0
62138,4430969.0,HighSchool,2020,572.0,Josh Volk,Xavier,Iowa,OG,76.0,295.0,3,0.8734,Cedar Rapids,IA,USA,41.9758872,-91.6704053,19113.0
62139,unknown,HighSchool,2020,573.0,Landen Bartleson,Boyle County,unknown,ATH,73.0,182.0,3,0.8734,Danville,KY,USA,37.6456488,-84.7721823,21021.0
74954,4433855.0,HighSchool,2020,574.0,Terry Lockett,Minnehaha Academy,Michigan State,WR,72.0,165.0,3,0.8733,Minneapolis,MN,USA,44.9772995,-93.2654692,27053.0
62141,4433836.0,HighSchool,2020,575.0,Josh Griffis,IMG Academy,Florida State,WDE,76.0,236.0,3,0.8729,Bradenton,FL,USA,27.4989278,-82.5748194,12081.0
62142,4429847.0,HighSchool,2020,576.0,Garrett Greene,Lawton Chiles,West Virginia,DUAL,72.0,181.0,3,0.8729,Tallahassee,FL,USA,30.4380832,-84.2809332,12073.0
62143,unknown,HighSchool,2020,577.0,Brady Ward,St. Paul's Episcopal,Ole Miss,OT,79.0,310.0,3,0.8729,Mobile,AL,USA,30.6943566,-88.0430541,1097.0
62144,4431225.0,HighSchool,2020,578.0,Quantavious Leslie,Rome,Western Kentucky,OG,76.0,285.0,3,0.8729,Rome,GA,USA,34.257038,-85.1646726,13115.0
62145,4432525.0,HighSchool,2020,579.0,Mason Richman,Blue Valley,Iowa,OT,78.0,252.0,3,0.8727,Stilwell,KS,USA,38.7691755,-94.6563454,20091.0
62146,4432325.0,HighSchool,2020,580.0,Bangally Kamara,East,Pittsburgh,OLB,74.0,200.0,3,0.8727,Akron,OH,USA,41.083064,-81.518485,39153.0
